"ssn","zip_code","fico","num_late","past_def","num_bankruptcy"
679742522,74153,555,5,0,0
679789393,21618,814,0,0,0
680523319,82634,800,0,0,0
680676098,94523,624,0,0,0
681033089,52126,651,0,0,0
681476556,11682,573,0,0,0
681572469,26321,315,2,1,2
681618059,88939,616,0,0,0
681667017,53124,619,0,0,0
681722159,54979,833,0,0,0
681873992,79277,756,0,0,0
681958715,48764,871,0,0,0
682185773,88691,755,1,0,0
682242409,65237,811,0,0,0
682560710,14605,543,1,0,0
683122523,87335,812,1,0,0
683280428,67832,651,2,0,0
683549404,89581,611,2,0,0
683600817,99608,633,3,1,1
683672261,79961,579,0,0,0
683731624,36754,602,2,0,0
683913867,50415,598,4,0,0
683985821,23134,533,2,1,1
684272019,91087,759,0,0,0
684360718,99913,687,0,0,0
684501011,56722,627,0,0,0
685203216,12115,734,0,0,0
685915875,96283,602,0,0,0
686748426,15797,782,2,0,0
686803526,90317,674,3,0,0
687167711,39733,691,1,0,0
687581290,53588,665,0,0,0
688251811,29953,893,0,0,0
688448158,42790,626,0,0,0
689288679,23389,866,0,0,0
689748736,27367,307,2,2,3
689917687,25787,388,1,1,3
690418923,89277,819,0,0,0
691055286,73676,693,4,0,0
691332874,26869,792,1,0,0
691482169,91860,786,0,0,0
691798533,50670,542,5,0,0
691820756,55667,727,1,0,0
692550799,37948,585,0,0,0
693218723,65804,571,1,0,0
693439797,52702,806,3,0,0
693500453,12481,730,1,0,0
693951195,16004,590,1,0,0
693954578,41066,707,0,0,0
694043347,60521,543,1,0,0
694382130,87326,633,0,0,0
694595842,31441,561,0,0,0
695112118,65283,862,3,0,0
696040293,25063,822,0,0,0
696164355,45414,741,3,0,0
696518156,43911,779,3,0,0
696786862,55936,680,0,0,0
697194819,62851,590,2,0,0
697480495,57425,797,0,0,0
697875095,95028,781,0,0,0
697905498,43549,812,1,0,0
698043223,19788,663,0,0,0
698166113,15966,431,1,4,1
698618616,10540,836,0,0,0
699149080,17653,498,2,1,1
699699796,30287,687,1,2,1
699757638,14922,836,1,0,0
699876678,78826,716,1,1,1
699963498,80809,893,0,0,0
700317654,23130,592,0,0,0
700650596,64247,657,0,0,0
700705514,90861,790,0,0,0
701018974,61242,622,0,0,0
702803058,91687,732,4,0,0
703016545,89858,656,0,0,0
703245371,55804,585,0,0,0
703287356,28355,560,1,0,0
703540090,95061,741,0,0,0
704406965,29377,667,0,0,0
704558234,80258,751,0,0,0
704672994,13682,682,0,0,0
705027669,25209,670,0,0,0
705046728,94154,889,1,0,0
705107138,97818,566,0,0,0
706024195,80660,713,0,0,0
706125339,72075,726,1,0,0
706681658,48519,806,0,0,0
706725687,77073,851,0,0,0
706762877,55730,615,1,0,0
706811288,48274,702,3,0,0
707050679,80141,736,0,0,0
707081715,37118,589,0,0,0
707268234,59382,705,1,0,0
707574680,21807,602,2,1,1
707580006,25500,471,1,1,1
707929342,99424,840,1,0,0
708091137,84845,705,0,0,0
708641960,96797,475,1,1,1
708660989,38531,842,3,0,0
709180899,22978,810,0,0,0
709395501,12477,645,1,0,0
710362079,80582,622,1,0,0
710372114,38851,831,0,0,0
710774834,53119,696,3,0,0
711631883,12232,874,0,0,0
711810016,37834,893,0,0,0
711949242,97243,776,0,0,0
711999511,71111,540,5,0,0
712249989,19451,755,0,0,0
712250340,16681,596,0,0,0
712845273,18698,557,1,0,0
713162241,22430,576,2,1,1
713185502,37460,550,1,0,0
713425667,61880,780,1,0,0
713628458,83614,690,0,0,0
713653143,19659,662,5,0,0
714167893,78968,689,0,0,0
714283526,77552,553,1,1,2
714546968,10054,749,0,0,0
714641722,44021,651,0,0,0
714837437,81959,814,1,0,0
715131569,94781,712,0,0,0
715295562,17373,571,1,0,0
715954835,23131,758,2,0,0
716570375,59378,842,2,0,0
716686617,53688,615,1,0,0
716743291,38120,681,2,0,0
716991214,79327,742,0,0,0
717138996,53256,881,0,0,0
717194977,46775,788,0,0,0
717264272,85526,859,1,0,0
717943399,71284,776,4,0,0
718066049,85740,653,2,0,0
718754887,93646,893,0,0,0
719035787,65790,673,0,0,0
719902725,29551,528,3,0,0
719903875,85567,833,2,0,0
720179301,47046,813,0,0,0
720516515,74703,818,0,0,0
721276172,85123,524,1,1,1
721499287,69989,405,2,1,1
721597666,21097,668,3,0,0
721672545,60445,784,0,0,0
721748256,26691,674,0,0,0
721906988,27309,614,1,0,0
722266761,75698,764,1,0,0
722393747,57190,693,0,0,0
722608961,61489,614,0,0,0
722931542,28604,747,0,0,0
723006311,80434,647,0,0,0
723431131,80031,718,0,0,0
723638119,50265,651,0,0,0
723726293,81595,693,0,0,0
723923306,64025,663,1,0,0
724553974,34295,880,0,0,0
724593805,17787,602,0,0,0
724631349,28405,680,0,0,0
724697552,83266,847,0,0,0
724900630,41892,418,1,1,1
725474940,80085,729,0,0,0
726291389,84897,568,5,0,0
726890581,63274,569,3,0,0
727935282,51983,804,0,0,0
728006938,86631,837,0,0,0
728104901,30602,352,1,2,2
728282525,20858,816,0,0,0
728373791,35062,710,1,1,1
728394067,27990,548,1,0,0
728422325,52365,876,1,0,0
728469309,75131,386,2,1,1
728696571,35314,831,3,0,0
729072544,94319,887,0,0,0
729135567,42827,635,0,0,0
729716307,74444,730,0,0,0
729733982,26748,748,0,0,0
729872742,82143,539,3,1,1
730072011,37979,536,1,1,1
730419536,62736,783,0,0,0
730431920,15228,750,0,0,0
730684713,14630,782,0,0,0
730718019,49807,451,1,1,2
731048065,80426,856,0,0,0
731452570,58110,715,0,0,0
731700454,15054,554,2,0,0
732271025,10844,840,0,0,0
732362644,27254,799,1,0,0
732465925,20686,760,0,0,0
732528934,52935,773,3,0,0
732724133,28089,638,0,0,0
733409024,16572,626,0,0,0
733478529,53658,735,0,0,0
733490666,82989,691,1,0,0
733692551,23755,743,1,0,0
734060470,90822,711,3,0,0
734100220,89269,643,0,0,0
734479434,75693,671,0,0,0
734736191,69755,693,0,0,0
734791010,97533,643,0,0,0
735381897,19794,688,3,0,0
735526458,49515,762,3,0,0
735630703,80907,563,2,0,0
735882657,81130,692,0,0,0
736058944,71804,756,0,0,0
736197395,44727,463,1,1,2
736232839,86128,702,1,0,0
736503016,91127,533,2,0,0
736573267,30421,836,0,0,0
736678308,36305,587,1,2,1
736764150,25114,775,3,0,0
737033617,87804,678,1,0,0
737471470,41047,554,1,0,0
737490714,46753,776,3,0,0
737514040,39885,356,2,1,2
738356388,41811,791,0,0,0
738970933,84494,816,0,0,0
739400066,45560,479,5,1,1
739414595,65240,566,0,0,0
739608860,64037,599,1,1,2
739632761,14928,631,2,0,0
740061552,80256,776,1,0,0
740105356,41637,801,0,0,0
741078565,92451,655,1,0,0
741125656,40935,612,0,0,0
741144650,46794,621,0,0,0
741158157,59993,677,1,0,0
741890662,16270,579,0,0,0
741912827,50079,668,1,1,1
742378829,35307,605,2,0,0
743415960,60544,521,1,1,1
744175409,57730,771,0,0,0
744260527,43690,536,3,0,0
744511919,18416,573,3,0,0
744558915,93109,888,0,0,0
744809703,73917,640,4,0,0
745132872,35428,586,2,0,0
745539839,52472,693,1,0,0
745558909,38710,802,0,0,0
746124283,84498,708,0,0,0
746344573,15504,821,2,0,0
746695420,31827,853,0,0,0
747872883,92732,435,3,1,1
748029797,45472,337,1,2,2
748190932,35585,538,3,0,0
748335606,66008,775,0,0,0
748353723,16573,831,0,0,0
748382186,17349,803,3,0,0
748808255,73303,712,0,0,0
748872060,89340,791,0,0,0
749936600,35321,842,0,0,0
750006971,14153,852,1,0,0
750276766,48059,832,0,0,0
750690615,20029,858,0,0,0
750805845,98286,658,0,0,0
750837742,96732,878,1,0,0
751132907,85781,845,0,0,0
751628230,19495,770,0,0,0
751893022,78705,417,2,1,2
752033022,12846,688,1,1,1
752957178,54086,845,0,0,0
753278643,73115,768,1,0,0
753579206,41082,723,1,0,0
753931812,92031,429,1,4,1
754053788,99160,626,4,0,0
754156939,28353,585,0,0,0
754436019,34287,633,0,0,0
754949139,38526,601,1,2,1
754976928,44400,798,2,0,0
755328195,36593,825,1,0,0
755651643,70755,641,0,0,0
755672054,76864,617,0,0,0
755684660,17705,850,1,0,0
755940795,51280,666,1,0,0
756327550,96183,758,0,0,0
756621730,95045,828,0,0,0
756729493,57437,676,0,0,0
757152062,76293,841,0,0,0
757232631,60123,749,0,0,0
757647775,74018,818,0,0,0
758660926,91977,624,0,0,0
758802949,80093,609,0,0,0
758860252,83738,695,5,0,0
759254417,20459,691,0,0,0
759401144,93485,649,0,0,0
759749259,92088,750,0,0,0
760834575,90262,586,2,0,0
760854519,81009,623,3,0,0
761236430,53729,402,1,1,1
761361932,90540,626,1,1,1
761647958,72228,579,3,0,0
761857632,81124,752,2,0,0
762086861,42110,677,0,0,0
762297689,57498,519,1,2,1
763638183,80320,842,1,0,0
763776496,38716,884,1,0,0
764386248,39014,766,0,0,0
764616109,50139,877,0,0,0
765043311,26840,733,3,0,0
765591986,38449,794,1,0,0
765642060,43515,703,0,0,0
765685118,78018,614,1,0,0
765967808,28588,853,0,0,0
767470150,52682,812,3,0,0
767597224,86439,744,4,0,0
767844255,41799,661,1,0,0
767924802,97648,766,1,0,0
768021317,19729,838,5,0,0
768565587,85380,625,0,0,0
768863715,14085,734,0,0,0
769435641,50138,736,0,0,0
769450238,38785,787,0,0,0
769543898,75441,564,3,0,0
769565936,25789,556,0,0,0
769735315,61409,392,1,1,1
769965615,19799,617,2,0,0
770207905,93026,845,0,0,0
770523244,28433,833,1,0,0
771166239,39849,790,2,0,0
771339688,10295,749,0,0,0
771673440,26563,798,2,0,0
772057916,41676,825,0,0,0
772059791,74561,614,5,0,0
772135615,52974,851,0,0,0
772189524,22824,697,0,0,0
773658031,92971,700,1,0,0
774319375,46168,640,0,0,0
774404783,36481,775,2,0,0
774528163,35859,684,3,1,1
774719583,61525,748,2,0,0
774758899,85450,658,0,0,0
775066420,38708,579,0,0,0
775108014,84900,649,0,0,0
775526052,81874,646,0,0,0
776161529,25186,651,1,0,0
776324562,54913,828,2,0,0
776349095,20149,841,0,0,0
776807262,32299,715,0,0,0
777400533,38978,843,0,0,0
777459445,19328,735,1,0,0
778030020,36827,521,1,1,1
778576582,35369,835,1,0,0
778973415,16087,667,0,0,0
779696748,91243,739,1,0,0
779818523,93237,641,1,0,0
779878576,95736,815,0,0,0
779924986,11747,757,1,0,0
779958015,67739,592,0,0,0
780374852,56905,532,5,0,0
780740805,60832,825,0,0,0
780911814,13705,840,0,0,0
781695819,71779,717,0,0,0
781952634,66321,732,0,0,0
782154939,54928,891,0,0,0
782179407,54697,667,1,0,0
782242682,90345,629,3,0,0
782388776,53539,574,0,0,0
782423804,24571,312,4,1,3
782668092,12247,532,2,0,0
782873536,12452,798,0,0,0
783076664,92657,595,1,0,0
783654961,89455,448,2,1,1
783701699,54792,722,0,0,0
784161855,94606,739,0,0,0
784172374,28183,554,1,0,0
784173893,28438,407,1,4,1
784221420,76929,650,0,0,0
784240807,45551,827,0,0,0
784375028,84142,571,0,0,0
784416581,47178,716,0,0,0
784484041,29176,709,1,0,0
784921266,18000,664,1,0,0
785319674,54797,771,1,0,0
785679614,71141,700,2,1,1
785784896,21263,713,3,0,0
785942580,43465,806,0,0,0
786914447,52683,650,0,0,0
787022926,61122,741,0,0,0
787487503,14486,737,0,0,0
787534848,32826,658,1,0,0
787801905,84738,586,0,0,0
788215923,57451,550,4,0,0
788820904,59155,782,3,0,0
789038160,85547,865,0,0,0
789432488,33234,885,1,0,0
789610788,90725,536,4,0,0
789802277,38839,772,0,0,0
790363680,25439,576,0,0,0
790559147,78449,859,0,0,0
790652590,86947,454,2,1,2
791007462,69644,789,0,0,0
791679549,63388,720,1,0,0
791975494,16275,712,0,0,0
792232199,16884,859,0,0,0
792244296,84635,648,0,0,0
792455148,46869,808,0,0,0
792560095,48359,718,0,0,0
792844312,85334,559,1,0,0
793161794,37439,782,0,0,0
794194555,79736,751,0,0,0
794227361,97379,600,0,0,0
794496014,82585,655,0,0,0
794634584,25290,873,0,0,0
794639824,47208,664,3,0,0
795042196,20357,877,0,0,0
795124947,51727,869,1,0,0
795369654,51440,651,1,0,0
795460857,12097,632,5,1,1
795651629,85936,678,0,0,0
795997151,74678,756,0,0,0
796349197,75418,785,1,0,0
796584930,90561,887,0,0,0
797975750,28707,711,0,0,0
798798839,31404,782,0,0,0
798858523,61729,735,1,0,0
798971407,24655,890,0,0,0
799437479,11038,626,0,0,0
799486364,54406,833,0,0,0
799754488,58833,718,1,1,1
799898238,15372,712,0,0,0
800143924,89474,810,0,0,0
800407945,92684,466,1,2,1
800434159,32176,687,1,0,0
800474843,61839,783,3,0,0
800898354,79445,636,0,0,0
800972337,21867,565,1,0,0
801142717,33333,809,0,0,0
801433169,80596,774,0,0,0
801583034,14217,840,2,0,0
801831239,50643,629,0,0,0
802251471,80981,693,0,0,0
802833821,54636,579,2,0,0
803362483,11667,801,1,0,0
804519216,46731,545,1,0,0
804678984,99864,739,1,0,0
804819829,85884,825,0,0,0
805317340,48158,612,5,0,0
806788205,27609,580,0,0,0
807429480,99920,774,1,0,0
807630032,49249,683,0,0,0
807942870,11111,593,0,0,0
808248036,87214,823,1,0,0
808351253,76087,658,2,0,0
808446271,55166,868,0,0,0
808785206,45809,727,0,0,0
808888240,22514,729,0,0,0
809034240,91594,888,1,0,0
809618993,36588,738,0,0,0
810048040,62299,889,0,0,0
810447129,60951,477,1,2,2
811128542,64260,866,0,0,0
811564634,14423,612,0,0,0
812187067,26959,522,3,0,0
812506339,51123,562,0,0,0
812778936,58364,615,2,0,0
813027230,15197,769,0,0,0
813158662,10081,740,1,0,0
813593648,80161,749,2,0,0
813959675,98199,527,3,0,0
814359158,52454,804,0,0,0
814466081,33899,632,0,0,0
814789503,32824,783,1,0,0
815082739,13741,857,4,0,0
815157065,69197,541,2,0,0
815733688,90308,789,1,0,0
816203280,89890,632,0,0,0
816881038,67199,725,0,0,0
817153834,94216,569,1,1,1
817355246,59695,772,0,0,0
817440704,56297,716,0,0,0
817488908,20906,861,0,0,0
817611356,60388,707,0,0,0
817632848,33498,759,0,0,0
818117846,49374,886,1,0,0
818494174,70395,620,4,0,0
818555166,71819,414,1,1,1
818838173,36497,578,0,0,0
818976544,86665,717,0,0,0
819069464,58014,635,1,0,0
820232132,46238,795,0,0,0
820328210,53223,822,0,0,0
820361668,32226,821,1,0,0
820617075,11397,852,2,0,0
820773896,39691,676,0,0,0
820795540,86697,595,1,2,1
820909196,79554,619,0,0,0
820991871,45894,610,0,0,0
821144965,28156,393,1,2,1
821258140,24430,683,1,0,0
821363629,13985,576,0,0,0
821470646,22187,681,0,0,0
822273444,54610,821,0,0,0
822676303,16297,728,0,0,0
822683425,64746,682,4,0,0
823178239,54849,649,0,0,0
823297193,75236,683,1,0,0
824088960,50316,780,0,0,0
824127409,32032,602,2,1,1
824305817,27814,653,3,0,0
824923856,13869,525,5,0,0
824930629,17545,780,5,0,0
825284413,47823,570,0,0,0
825602735,81937,702,3,1,1
825719254,70260,525,1,2,1
825799005,89721,552,0,0,0
827180993,50376,628,0,0,0
827222006,37385,587,0,0,0
827298711,68829,618,1,0,0
827419338,14236,858,0,0,0
827553738,90998,884,0,0,0
828011852,93834,659,0,0,0
828059120,18027,822,2,0,0
828081801,15996,855,1,0,0
828566359,59667,565,1,2,2
829039986,86750,541,3,0,0
829388626,92256,585,0,0,0
829399541,77053,701,2,0,0
829681035,76689,791,0,0,0
829716408,37374,643,1,0,0
830134262,91664,569,0,0,0
830162422,17921,703,0,0,0
830518786,62701,836,0,0,0
830634538,66251,692,0,0,0
831165284,73067,697,2,1,1
831412184,41807,695,1,0,0
831686216,80890,659,0,0,0
831859970,44019,657,0,0,0
831996000,10736,597,1,0,0
832660588,71363,849,0,0,0
832874403,36651,672,0,0,0
832991598,30414,801,0,0,0
833017485,44886,583,1,1,1
833525523,51900,868,0,0,0
833616893,97204,774,3,0,0
833720850,95224,710,0,0,0
833761736,13578,830,1,0,0
834045875,93963,708,1,0,0
835218903,20611,812,0,0,0
835942337,81995,554,3,0,0
836647247,32403,545,1,0,0
836686130,77267,833,2,0,0
837015386,81007,632,0,0,0
837057220,63541,595,0,0,0
837297098,36896,631,2,0,0
837499664,71972,760,0,0,0
837803757,55335,600,0,0,0
838169994,17278,707,1,1,1
838184180,90134,576,0,0,0
838560992,36149,586,0,0,0
839781261,15495,574,0,0,0
839949007,24930,643,0,0,0
839996444,71311,597,0,0,0
840368438,14332,384,4,2,3
840623739,26221,622,0,0,0
840699283,61497,717,2,0,0
841156345,42665,694,0,0,0
841445784,53599,755,1,0,0
841540626,73925,669,2,0,0
841653149,57598,746,0,0,0
841784841,74567,859,1,0,0
842659057,28928,570,0,0,0
842693309,68000,684,1,1,1
842900807,36290,637,0,0,0
844166945,39278,809,0,0,0
844913413,31494,670,0,0,0
844936774,94019,697,0,0,0
845006179,73253,532,2,0,0
845011140,35992,705,1,0,0
845365256,51073,769,0,0,0
845809780,27882,747,1,0,0
845913454,46944,785,1,0,0
846507485,40188,825,0,0,0
846571198,88263,766,0,0,0
846678802,47868,690,2,0,0
846926922,37450,659,0,0,0
847119068,97796,776,0,0,0
848114225,15985,752,0,0,0
848145164,26367,769,1,0,0
848808059,90005,521,2,1,1
848880900,74577,781,0,0,0
848901717,46234,307,2,1,3
849290856,18178,742,1,0,0
849586225,40443,821,0,0,0
849656923,72834,620,0,0,0
850841688,24792,457,4,2,1
851270048,21949,620,3,0,0
851395162,24561,566,0,0,0
851497010,25704,604,0,0,0
852083806,84320,586,0,0,0
852150154,10899,668,2,0,0
852463201,47350,848,0,0,0
852625093,54617,668,0,0,0
852631253,40592,777,0,0,0
852639100,11349,676,0,0,0
852844016,89824,509,3,2,1
852869701,55910,565,0,0,0
852925768,11725,650,0,0,0
852961767,22437,664,4,0,0
853188297,79512,556,0,0,0
853191189,12811,603,0,0,0
853289404,80837,739,0,0,0
853391316,80622,839,0,0,0
853485852,28162,846,3,0,0
854000405,34311,564,1,0,0
854035931,47005,747,0,0,0
854611106,43605,893,0,0,0
854670075,55818,657,1,0,0
854939050,20386,625,1,0,0
855030959,98680,604,1,0,0
855437545,64676,688,1,0,0
855927240,15097,615,0,0,0
856037183,20383,598,0,0,0
856098162,58840,779,0,0,0
856393137,94033,710,1,1,1
856899594,93262,512,3,1,1
856971808,66606,461,1,1,1
857401902,25414,672,0,0,0
857540918,54028,330,1,1,3
857627770,70357,667,0,0,0
857768052,34387,803,0,0,0
857796261,12734,771,3,0,0
857967307,62324,563,0,0,0
858072515,68977,578,1,0,0
858336837,80295,559,0,0,0
858391656,46740,651,0,0,0
858728812,27043,519,5,1,1
858811274,79943,654,1,0,0
859166706,36557,659,1,2,1
859601562,47424,734,0,0,0
859826309,29514,586,0,0,0
860281184,33323,855,0,0,0
860486405,49809,893,0,0,0
860592444,94988,842,3,0,0
861000082,41525,855,0,0,0
861116034,86459,674,1,0,0
861388263,49799,768,2,0,0
861493638,25010,763,5,0,0
861556806,14069,537,2,1,2
861660038,60841,635,1,0,0
861942318,80879,723,1,1,1
862655759,90647,611,0,0,0
863519092,62714,861,0,0,0
863584528,80080,443,4,1,1
863591735,63670,640,0,0,0
863613250,53664,817,0,0,0
863807485,34341,834,1,0,0
863828746,77921,796,0,0,0
864495342,96162,682,3,0,0
864636866,20102,701,0,0,0
864791634,81968,808,1,0,0
864837540,70639,719,2,0,0
865382359,39523,669,0,0,0
865534790,76417,742,0,0,0
865771644,29564,868,0,0,0
865825691,81958,622,2,0,0
866300837,33792,757,2,0,0
866534209,98414,796,0,0,0
866563140,28996,648,0,0,0
866628670,89242,608,1,0,0
867050122,62308,575,3,0,0
867927284,70620,667,2,0,0
868467884,64035,779,0,0,0
868579043,97904,630,2,0,0
868627337,47560,709,0,0,0
868769265,24558,663,0,0,0
869216718,54312,599,0,0,0
869482988,14782,613,1,2,1
869530718,18445,830,2,0,0
869721687,56749,620,2,1,1
869882098,80381,798,0,0,0
870308840,22395,667,1,1,1
870355012,72584,736,0,0,0
870399458,56549,838,2,0,0
870510275,82793,753,0,0,0
870983226,87637,817,1,0,0
871335933,20620,554,2,0,0
871791857,70784,551,3,0,0
871983543,45288,636,2,1,1
872276391,92986,705,3,0,0
872362129,68103,700,1,0,0
872444304,13865,786,2,0,0
872499648,10115,806,2,0,0
872499699,11754,727,0,0,0
872785085,85679,830,0,0,0
873239391,81426,575,0,0,0
873742825,22167,464,5,2,1
874018524,19470,730,1,0,0
874111069,52218,651,0,0,0
874153853,56741,637,1,0,0
874645828,62382,540,2,0,0
874789914,55884,713,0,0,0
874806581,91978,568,2,0,0
874928991,96330,608,2,1,1
875139120,21875,570,1,0,0
875540774,45565,754,1,0,0
875619619,64086,772,1,0,0
875657894,82083,661,0,0,0
875703475,27206,803,2,0,0
877090378,22110,790,0,0,0
877870341,67603,858,1,0,0
877901406,53271,650,0,0,0
877936431,78757,678,1,0,0
878169020,91407,857,0,0,0
878215190,74804,575,0,0,0
878404101,73031,893,0,0,0
878434864,24097,834,2,0,0
878703704,30344,642,1,1,1
878820878,77326,545,1,1,1
878897325,30185,758,1,0,0
879215450,56340,603,2,0,0
880337671,84022,586,0,0,0
881082463,64228,599,1,1,1
881692924,25815,664,0,0,0
881784365,41874,587,1,0,0
881855798,45598,618,0,0,0
881996441,18556,732,1,1,1
882078446,60417,691,0,0,0
882393078,65154,590,0,0,0
882624178,35484,736,5,0,0
882753627,29201,659,0,0,0
882866054,46248,630,5,0,0
883423660,69280,655,0,0,0
883630748,21752,505,1,3,1
883837963,62932,562,0,0,0
884122225,72972,872,1,0,0
884448385,86894,705,1,0,0
884495365,58287,586,0,0,0
884501973,60420,610,5,0,0
884634265,39919,869,0,0,0
884699525,94250,724,0,0,0
884913837,96662,580,2,0,0
884919526,41529,569,3,0,0
884986109,99097,603,0,0,0
885011963,73029,716,4,0,0
885523543,79530,774,1,0,0
886066099,85294,743,0,0,0
886232385,50183,797,0,0,0
886271662,14122,806,3,0,0
886484987,65377,785,1,0,0
886548671,67692,454,2,3,1
886678105,71785,379,1,1,3
886787993,36323,698,1,0,0
887166855,60834,536,5,1,1
887215434,29491,587,2,0,0
887382963,95048,743,0,0,0
887553663,55706,691,1,0,0
887556284,90394,711,0,0,0
887621316,55534,556,0,0,0
888214868,67492,610,0,0,0
888255797,91527,873,1,0,0
888573276,85773,764,0,0,0
888614768,53062,887,1,0,0
888674855,62757,677,0,0,0
888730170,83690,857,0,0,0
888770886,12891,748,0,0,0
888880395,75205,696,0,0,0
889473689,77033,485,3,1,1
889555600,60675,783,1,0,0
890040968,22968,799,3,0,0
890409780,98268,788,1,0,0
890460659,56975,604,0,0,0
890463636,47755,724,2,0,0
891074999,19011,661,3,1,1
891316075,94163,683,0,0,0
891368097,73418,619,5,0,0
891804735,43432,629,3,0,0
892030259,30291,670,0,0,0
892049421,34331,447,4,3,1
892445227,46573,781,2,0,0
892951335,52545,543,1,1,1
893008580,30726,308,1,1,3
893163638,45559,845,0,0,0
893493618,91288,893,0,0,0
893699971,35548,740,3,0,0
893801638,98687,773,0,0,0
894007890,49939,629,2,0,0
894429521,69073,708,0,0,0
894611893,80146,652,0,0,0
894886741,78338,411,1,2,1
895695611,66125,862,0,0,0
896212363,20544,623,0,0,0
896310987,37627,826,0,0,0
896394713,38564,565,0,0,0
896487124,19880,793,0,0,0
896498257,53427,639,0,0,0
897074926,42930,587,0,0,0
897319110,94699,723,1,0,0
897558376,25888,893,0,0,0
897829519,22159,601,0,0,0
897940113,40247,717,0,0,0
898111359,86138,622,1,2,1
898434576,63151,832,0,0,0
898440401,88470,829,0,0,0
899472085,16115,584,4,0,0
899757424,98293,883,0,0,0
900297267,18468,418,1,1,1
901709332,22391,669,1,0,0
901781456,41377,619,1,1,2
901968300,45380,593,0,0,0
902096317,82534,551,3,0,0
902183566,47169,807,1,0,0
902250559,58640,576,0,0,0
902253879,68368,858,0,0,0
902663150,95857,592,1,1,1
902692518,36295,454,1,2,1
902768269,60141,723,1,0,0
902918258,53972,551,1,0,0
902938410,53679,609,0,0,0
902997070,70053,705,1,0,0
903003833,35538,830,2,0,0
903170466,64013,668,0,0,0
903453848,54740,591,2,0,0
903527762,89215,671,4,0,0
903550074,53016,875,1,0,0
903597822,36817,577,1,1,2
903667200,52407,596,0,0,0
903672416,45670,530,2,1,2
904687609,78135,662,2,0,0
906257070,92222,624,1,1,1
906310959,22165,840,1,0,0
907563742,29818,585,2,0,0
907812796,37294,810,0,0,0
908050543,40147,401,3,1,2
908332759,99591,769,0,0,0
908356357,55707,770,0,0,0
908407065,48739,729,4,0,0
908800827,25226,840,0,0,0
909176157,91159,806,0,0,0
909651685,89058,601,5,0,0
909772107,92209,571,0,0,0
909884387,59442,637,0,0,0
910100943,49851,859,2,0,0
910318529,25025,757,2,0,0
911062099,11284,653,0,0,0
911128102,74884,595,0,0,0
911723808,83822,890,0,0,0
911776443,26698,734,0,0,0
912340506,87355,647,3,0,0
912810753,65160,883,0,0,0
912898134,60732,817,0,0,0
913132977,94968,677,3,0,0
913296127,22183,826,0,0,0
913582804,42257,724,0,0,0
913901840,86829,542,1,1,1
913906905,31959,853,4,0,0
914017779,94389,629,0,0,0
914405086,33878,697,0,0,0
914536622,27300,616,0,0,0
914828794,46736,856,1,0,0
914948084,37470,564,0,0,0
915603314,26580,415,4,1,1
915645916,29510,676,0,0,0
915750328,75029,603,0,0,0
916269937,54535,659,1,0,0
916776597,87510,816,3,0,0
916976254,71840,811,1,0,0
916976540,65425,582,2,0,0
917090550,50245,474,1,1,1
917243032,42630,631,0,0,0
917275330,99584,477,1,2,1
917826810,63195,591,0,0,0
918212670,70399,819,1,0,0
918288065,49420,563,0,0,0
918470008,51607,624,1,1,1
918671490,91597,878,0,0,0
918802263,24565,627,5,1,1
918826135,59767,626,0,0,0
920344693,80096,780,0,0,0
920662585,74506,591,0,0,0
920718026,86232,679,0,0,0
920900007,98215,737,1,0,0
920902837,15601,676,0,0,0
921070912,10710,597,1,0,0
921734422,87197,652,1,0,0
921921229,91756,857,0,0,0
922774186,59014,885,0,0,0
922916021,38059,568,1,0,0
923108718,40165,871,0,0,0
923283534,80393,521,4,0,0
923507673,65300,647,0,0,0
923773081,18935,627,2,0,0
923919298,82348,681,0,0,0
924084019,63039,756,0,0,0
924105557,88294,805,4,0,0
924144134,10654,852,1,0,0
924674459,79830,777,1,0,0
924703340,84225,760,2,0,0
924796047,12002,606,1,0,0
924979041,52818,858,2,0,0
925575893,55461,893,0,0,0
925816170,21336,549,1,0,0
926039545,30903,676,0,0,0
926378151,62455,696,1,0,0
927448739,50814,825,0,0,0
927807381,54531,878,0,0,0
928183941,18836,733,5,0,0
928798702,70150,564,4,1,1
928995912,96510,702,3,1,1
929013500,23249,782,0,0,0
929315180,11799,597,0,0,0
929517025,75616,606,0,0,0
929606396,10836,694,0,0,0
929782547,37256,804,0,0,0
930222757,12443,701,0,0,0
930376383,57925,742,0,0,0
931081392,23920,784,2,0,0
931378802,16497,561,0,0,0
931475534,43583,679,0,0,0
931731989,90326,660,0,0,0
931833119,12326,795,3,0,0
933062048,22538,770,3,0,0
933086257,79847,568,0,0,0
933482592,56114,739,0,0,0
934093023,94312,614,1,0,0
934782082,26416,696,1,0,0
934864690,56205,560,0,0,0
935280224,96213,672,1,0,0
935286706,27415,413,5,1,1
936419602,43246,420,2,1,1
936501161,33927,828,0,0,0
936737963,85549,421,2,2,1
936748137,56140,768,0,0,0
936911378,49077,775,0,0,0
937354603,92737,793,0,0,0
937366150,68157,823,0,0,0
937473224,67939,602,0,0,0
937904428,76534,657,2,0,0
938357777,69342,828,1,0,0
938376623,93258,893,0,0,0
938648562,91906,599,4,0,0
938811694,21423,872,2,0,0
939841271,64914,593,2,1,1
940184101,77041,833,4,0,0
